,household_key,revenue,recency,frequency,recency_cluster,frequency_cluster,revenue_cluster,rfm_score,segment,received_campA_18,redeemed_campA_18,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,MEAT_spend
429,816,263.0400000000001,2,9,3,0,1,4,Mid-value,1,0,162.47999999999993,,20.64,,59.33,
430,7,299.41000000000014,4,8,3,0,1,4,Mid-value,1,0,197.63000000000005,11.02,22.740000000000002,,45.919999999999995,11.129999999999999
431,456,480.47999999999996,6,6,3,0,1,4,Mid-value,1,0,376.08,5.98,,,86.44999999999999,
432,1683,290.61,0,9,3,0,1,4,Mid-value,0,0,148.69,,5.78,,103.14000000000001,11.15
433,17,485.42000000000013,2,8,3,0,1,4,Mid-value,1,0,256.5299999999999,,19.44,,69.95,60.65
434,1946,369.7,1,6,3,0,1,4,Mid-value,1,0,276.04999999999984,,11.24,,33.17,31.759999999999998
435,162,349.18000000000006,2,8,3,0,1,4,Mid-value,1,0,247.8099999999999,9.98,23.09,,32.730000000000004,11.32
436,1971,272.64,2,8,3,0,1,4,Mid-value,1,0,160.00999999999996,,34.44,,16.869999999999997,27.12
437,807,284.11000000000007,0,9,3,0,1,4,Mid-value,1,1,201.91000000000003,2.51,29.379999999999995,21.0,9.43,6.45
438,39,433.4000000000002,0,8,3,0,1,4,Mid-value,0,0,327.3800000000001,7.98,19.099999999999998,,24.440000000000005,25.07
439,305,299.7399999999999,1,9,3,0,1,4,Mid-value,1,1,207.38999999999993,,11.15,,16.1,4.11
440,753,350.7,4,8,3,0,1,4,Mid-value,0,0,245.84000000000006,1.0,17.46,,21.65,29.509999999999998
441,2251,341.35,1,4,3,0,1,4,Mid-value,0,0,254.14,,32.95,,3.8099999999999996,27.18
442,1252,314.5400000000001,1,6,3,0,1,4,Mid-value,0,0,175.17999999999995,,18.12,,8.59,
443,385,310.57000000000005,0,5,3,0,1,4,Mid-value,0,0,124.42999999999998,70.13000000000002,62.720000000000006,,6.37,2.49
444,1634,473.07,5,8,3,0,1,4,Mid-value,0,0,333.10999999999996,15.790000000000001,4.84,,55.11000000000001,35.71
445,152,350.19,3,6,3,0,1,4,Mid-value,0,0,189.00000000000003,,42.22000000000001,,64.01000000000002,13.9
446,2416,340.70000000000016,3,9,3,0,1,4,Mid-value,1,0,188.88000000000002,,28.96,70.95,12.07,3.88
447,1980,477.59000000000026,1,6,3,0,1,4,Mid-value,1,0,257.42999999999995,42.55,35.760000000000005,,49.42000000000001,40.519999999999996
448,2294,265.78999999999996,3,8,3,0,1,4,Mid-value,1,0,143.47000000000003,6.65,9.05,,36.6,29.48
449,1783,593.1300000000001,5,9,3,0,1,4,Mid-value,1,0,375.81999999999994,14.15,29.75,71.51,31.630000000000003,45.14
450,1457,425.72,1,5,3,0,1,4,Mid-value,0,0,217.01,,20.52,,43.44999999999999,89.69
451,1248,274.21000000000004,3,8,3,0,1,4,Mid-value,1,0,114.59,65.96000000000001,,,52.13,
452,1121,529.0300000000002,6,7,3,0,1,4,Mid-value,0,0,353.3200000000001,,7.7,,60.12,44.029999999999994
453,1046,329.72,1,9,3,0,1,4,Mid-value,1,0,220.21999999999994,16.560000000000002,37.51,,33.21,8.76
454,561,349.4600000000001,1,6,3,0,1,4,Mid-value,0,0,144.87999999999997,17.62,61.40000000000001,,28.04,38.959999999999994
455,2042,296.81,5,1,3,0,1,4,Mid-value,0,0,211.46,,17.48,,5.0,
456,896,297.5399999999999,2,5,3,0,1,4,Mid-value,1,0,143.25999999999996,51.98000000000001,16.970000000000002,,31.969999999999995,18.89
457,1,465.67000000000013,3,9,3,0,1,4,Mid-value,1,1,305.8,14.84,29.259999999999998,,66.64000000000001,
458,554,388.84000000000015,1,5,3,0,1,4,Mid-value,0,0,214.63000000000005,6.98,38.04,,84.52,17.51
459,2024,324.01000000000016,0,6,3,0,1,4,Mid-value,1,0,165.12999999999997,15.98,22.68,,44.09,3.7
460,910,588.5800000000002,0,7,3,0,1,4,Mid-value,0,0,369.4300000000002,39.25,63.06000000000002,,39.52,3.9
461,2094,262.74999999999994,2,6,3,0,1,4,Mid-value,1,1,176.82999999999993,,33.81999999999999,,11.99,18.080000000000002
462,119,355.2199999999999,5,5,3,0,1,4,Mid-value,1,0,163.98999999999998,36.97,40.32000000000001,,37.8,26.39
463,1167,469.4100000000002,1,9,3,0,1,4,Mid-value,1,0,204.76,,40.49000000000001,77.78999999999999,52.31,18.340000000000003
464,954,328.98,1,6,3,0,1,4,Mid-value,0,0,211.62999999999994,2.5,53.95,,15.56,22.66
465,1902,342.61,4,4,3,0,1,4,Mid-value,0,0,221.42000000000004,,7.99,,5.74,59.68
466,1525,282.34000000000003,0,7,3,0,1,4,Mid-value,0,0,194.42000000000002,5.99,28.270000000000003,,0.99,31.689999999999998
467,1385,512.9499999999999,0,8,3,0,1,4,Mid-value,1,0,299.0599999999999,5.45,65.44999999999999,,4.9399999999999995,39.52
468,495,323.35,0,8,3,0,1,4,Mid-value,1,0,156.28000000000003,,9.34,,20.21,65.12
469,207,320.3600000000002,4,5,3,0,1,4,Mid-value,0,0,182.4299999999999,,39.580000000000005,,42.309999999999995,
470,1731,292.87000000000006,0,5,3,0,1,4,Mid-value,1,0,159.75999999999996,44.6,10.64,20.0,39.15,2.52
471,205,428.42000000000013,2,7,3,0,1,4,Mid-value,1,0,155.96,11.04,65.81,,64.05000000000001,76.07000000000001
472,909,556.4100000000002,2,9,3,0,1,4,Mid-value,1,1,337.4499999999999,,28.869999999999997,21.0,61.599999999999994,55.37
473,1459,410.7,0,8,3,0,1,4,Mid-value,1,0,197.44999999999996,,15.030000000000003,,62.03,66.49
474,1109,309.65999999999985,3,7,3,0,1,4,Mid-value,0,0,201.23999999999998,6.359999999999999,42.970000000000006,,36.339999999999996,18.47
475,1234,383.27000000000004,5,7,3,0,1,4,Mid-value,1,0,190.89000000000001,,20.880000000000003,,102.05,26.53
476,1140,365.44000000000005,6,3,3,0,1,4,Mid-value,0,0,275.6699999999999,,9.09,,32.67,41.03
477,41,332.9400000000002,5,7,3,0,1,4,Mid-value,1,0,199.03,,44.62,,15.259999999999998,22.68
478,2298,399.6100000000001,5,8,3,0,1,4,Mid-value,1,0,251.7499999999999,,9.46,,13.1,76.27
479,1002,268.22999999999996,0,6,3,0,1,4,Mid-value,0,0,153.9,,10.28,,54.980000000000004,18.43
480,1698,452.2300000000001,4,5,3,0,1,4,Mid-value,0,0,319.99000000000007,1.09,21.56,,18.23,49.41
481,1577,260.0,0,5,3,0,1,4,Mid-value,1,0,126.30999999999997,12.09,29.09,30.28,0.99,24.27
482,1155,272.0999999999999,2,5,3,0,1,4,Mid-value,0,0,116.61000000000003,13.0,24.479999999999993,,5.49,54.4
483,1024,488.0500000000001,3,7,3,0,1,4,Mid-value,1,0,200.88999999999996,54.78,49.85,,28.740000000000002,112.07000000000001
484,139,305.38000000000005,1,9,3,0,1,4,Mid-value,1,1,158.48999999999998,5.49,33.75000000000001,26.0,46.4,14.27
485,2144,503.69000000000017,0,8,3,0,1,4,Mid-value,0,0,210.57,23.89,67.78999999999999,20.0,54.02,70.75999999999999
486,891,595.8000000000004,2,8,3,0,1,4,Mid-value,1,0,281.3500000000001,11.36,83.03,,72.24,37.85
487,279,320.48,1,7,3,0,1,4,Mid-value,0,0,121.06999999999998,2.29,19.85,76.88,5.7700000000000005,43.37
488,1960,312.77,2,8,3,0,1,4,Mid-value,0,0,100.29999999999998,15.98,7.800000000000001,60.0,2.83,87.97999999999999
489,408,509.8000000000003,2,6,3,0,1,4,Mid-value,0,0,195.44000000000005,,51.57000000000002,,188.37,15.39
490,473,374.0600000000001,0,7,3,0,1,4,Mid-value,1,1,219.44,,13.600000000000001,50.7,24.55,38.64
491,406,279.5899999999999,0,9,3,0,1,4,Mid-value,0,0,112.51,8.879999999999999,39.39000000000001,32.0,15.360000000000001,45.69
492,849,551.4000000000001,6,5,3,0,1,4,Mid-value,1,0,369.58,18.36,51.99,,11.93,42.910000000000004
493,1165,272.04,2,9,3,0,1,4,Mid-value,1,0,170.17000000000002,18.29,10.54,,20.09,8.91
494,2349,278.86,4,8,3,0,1,4,Mid-value,0,0,168.12999999999997,10.49,8.850000000000001,29.3,44.64,2.99
495,1231,323.0100000000001,2,8,3,0,1,4,Mid-value,0,0,244.24000000000004,,22.060000000000002,,27.35,4.43
496,1918,421.2800000000001,6,8,3,0,1,4,Mid-value,0,0,163.35999999999996,104.25000000000001,22.94,20.0,22.96,20.52
497,1134,504.1400000000002,5,7,3,0,1,4,Mid-value,0,0,307.74999999999994,31.17,36.48000000000001,,81.99000000000001,21.52
498,1141,295.78999999999996,6,5,3,0,1,4,Mid-value,0,0,187.11999999999998,,0.99,,18.759999999999998,28.11
499,725,433.22000000000014,4,9,3,0,1,4,Mid-value,1,0,284.41999999999996,6.05,21.95,,54.89,35.89
500,733,348.8299999999996,3,7,3,0,1,4,Mid-value,1,0,209.52,,27.16,,35.36000000000001,41.74999999999999
501,1409,357.16,4,7,3,0,1,4,Mid-value,1,0,158.65,,29.459999999999997,,87.92999999999999,24.12
502,829,298.25000000000006,6,4,3,0,1,4,Mid-value,0,0,218.13999999999996,43.69,13.33,,15.920000000000002,
503,148,386.95,4,7,3,0,1,4,Mid-value,0,0,206.3499999999999,12.440000000000001,38.51,,87.71000000000001,
504,1691,342.0200000000001,5,7,3,0,1,4,Mid-value,0,0,207.48000000000008,31.229999999999997,24.0,,12.53,
505,931,437.34000000000015,2,4,3,0,1,4,Mid-value,1,1,312.3100000000002,12.879999999999999,3.8200000000000003,15.0,14.360000000000001,31.300000000000004
506,1708,267.33000000000004,3,6,3,0,1,4,Mid-value,1,0,163.45,3.99,10.58,,38.79,11.08
507,1687,332.7200000000001,1,7,3,0,1,4,Mid-value,1,1,231.24000000000004,,42.92,,15.85,27.72
508,2314,511.57000000000005,0,8,3,0,1,4,Mid-value,1,1,262.3899999999998,54.14000000000001,52.55000000000001,,36.83,88.72
509,701,456.3200000000001,0,7,3,0,1,4,Mid-value,0,0,231.35999999999999,35.27,57.11999999999999,,78.51,32.14
510,133,338.3300000000002,2,7,3,0,1,4,Mid-value,1,0,197.59000000000003,16.48,29.100000000000005,,65.2,
511,357,267.2200000000001,6,3,3,0,1,4,Mid-value,0,0,188.97,18.3,6.5,,2.91,38.8
512,1507,595.0900000000003,5,7,3,0,1,4,Mid-value,0,0,351.9800000000001,34.25,48.52000000000001,10.01,67.4,39.91
513,857,454.1000000000001,6,4,3,0,1,4,Mid-value,1,0,319.2099999999999,22.8,12.69,,6.970000000000001,54.059999999999995
514,2287,309.5000000000001,5,7,3,0,1,4,Mid-value,0,0,188.22000000000003,15.61,20.98,,12.75,18.55
515,1487,297.71,6,7,3,0,1,4,Mid-value,0,0,122.04000000000002,6.99,5.15,,50.15,32.22
516,1728,479.31000000000034,6,2,3,0,1,4,Mid-value,0,0,330.35000000000014,,16.37,,35.32000000000001,42.07
517,1570,476.67000000000013,4,8,3,0,1,4,Mid-value,0,0,239.0199999999999,28.279999999999998,59.77000000000001,,20.14,58.33
518,865,291.59,2,7,3,0,1,4,Mid-value,0,0,100.60999999999997,32.56999999999999,42.32,19.0,3.84,65.01
519,1702,446.1300000000003,1,7,3,0,1,4,Mid-value,0,0,247.1499999999999,47.720000000000006,18.080000000000002,,75.79999999999998,29.96
520,1247,514.1200000000005,2,9,3,0,1,4,Mid-value,1,0,233.72999999999996,80.97999999999999,111.42999999999996,,5.48,47.03
521,1064,333.49999999999994,2,3,3,0,1,4,Mid-value,1,1,202.34,18.09,27.369999999999997,,6.18,26.81
522,847,268.47,4,9,3,0,1,4,Mid-value,0,0,177.79,10.95,19.07,33.77,5.58,6.98
523,1560,275.31999999999994,1,7,3,0,1,4,Mid-value,0,0,187.12000000000003,6.17,5.57,,1.5,69.96000000000001
524,2100,474.6200000000001,2,7,3,0,1,4,Mid-value,1,1,348.44000000000005,,41.14000000000001,,12.469999999999999,59.56
525,1085,280.89000000000004,4,5,3,0,1,4,Mid-value,1,0,127.38999999999997,14.610000000000001,19.77,15.0,39.940000000000005,26.75
526,2408,510.3000000000002,2,6,3,0,1,4,Mid-value,0,0,252.86,42.129999999999995,61.580000000000005,,8.47,92.47
527,214,290.18999999999994,0,9,3,0,1,4,Mid-value,1,0,213.86,,18.89,,31.490000000000002,9.98
528,577,538.8300000000002,2,4,3,0,1,4,Mid-value,0,0,265.25000000000006,138.12000000000003,0.31,,76.95,
529,2188,359.3199999999998,1,9,3,0,1,4,Mid-value,1,0,105.57,120.07000000000001,11.27,55.0,35.42,
530,201,281.4400000000001,1,7,3,0,1,4,Mid-value,0,0,164.85000000000002,,33.93,,9.98,39.75
531,2147,550.4699999999999,2,9,3,0,1,4,Mid-value,1,1,278.56,54.53,89.23000000000002,35.71,11.91,44.879999999999995
532,2338,255.5599999999999,2,6,3,0,1,4,Mid-value,0,0,152.94999999999996,1.99,7.5,,34.95,
533,1581,299.9899999999999,3,6,3,0,1,4,Mid-value,1,1,223.75999999999988,,16.740000000000002,,12.73,11.530000000000001
534,1723,367.52000000000015,8,8,2,0,1,3,Low-value,1,0,250.42000000000004,16.25,38.22,,12.99,49.64
535,437,431.23000000000025,10,9,2,0,1,3,Low-value,0,0,193.1699999999999,1.24,24.21,106.5,52.78999999999999,32.14
536,2224,272.79000000000013,7,9,2,0,1,3,Low-value,1,0,179.86999999999998,,2.03,,59.45000000000002,2.01
537,2193,329.3700000000001,7,7,2,0,1,3,Low-value,1,0,188.7,,42.3,28.83,27.25,14.35
538,1094,528.6700000000003,11,9,2,0,1,3,Low-value,1,0,270.02,68.48,20.340000000000003,,21.519999999999996,80.03
539,2477,411.6600000000001,9,6,2,0,1,3,Low-value,0,0,221.11999999999983,10.93,47.040000000000006,,57.39,27.47
540,1056,323.66000000000014,14,5,2,0,1,3,Low-value,1,0,172.17999999999998,,,,23.98,31.159999999999997
541,2258,268.37,16,4,2,0,1,3,Low-value,0,0,161.39999999999995,4.07,7.85,,16.95,8.94
542,425,363.65000000000015,14,7,2,0,1,3,Low-value,1,0,212.46999999999994,,,,38.910000000000004,9.129999999999999
543,997,438.8200000000001,7,5,2,0,1,3,Low-value,1,0,304.91,,7.45,42.18,34.28,12.41
544,490,269.67,15,5,2,0,1,3,Low-value,1,1,220.33,4.84,4.0600000000000005,,17.59,7.98
545,1957,455.10000000000014,14,6,2,0,1,3,Low-value,1,1,286.34000000000003,53.05000000000001,21.6,,50.470000000000006,14.59
546,134,569.0500000000005,16,7,2,0,1,3,Low-value,1,0,372.03000000000003,29.400000000000002,38.690000000000005,,45.23,44.17
547,691,256.4700000000001,9,6,2,0,1,3,Low-value,1,0,88.86,,8.85,,68.58000000000001,4.24
548,1065,400.1499999999999,13,3,2,0,1,3,Low-value,1,0,213.90999999999997,12.34,8.57,,,95.33
549,1595,315.35,10,7,2,0,1,3,Low-value,1,0,166.96999999999997,30.320000000000004,10.97,51.459999999999994,2.49,
550,1025,518.9200000000003,10,5,2,0,1,3,Low-value,0,0,312.68,,15.540000000000001,,12.08,59.18000000000001
551,1919,382.84000000000003,17,8,2,0,1,3,Low-value,1,0,188.41999999999993,,15.219999999999999,63.81999999999999,53.529999999999994,17.2
552,552,398.58000000000004,12,6,2,0,1,3,Low-value,0,0,293.1799999999999,2.6799999999999997,5.5600000000000005,,0.75,84.43
553,596,350.6500000000001,14,6,2,0,1,3,Low-value,1,0,183.66999999999993,,24.009999999999998,,15.95,27.26
554,533,257.5400000000001,18,7,2,0,1,3,Low-value,0,0,128.32,7.64,31.27,,20.799999999999997,41.27
555,2437,394.5400000000001,10,5,2,0,1,3,Low-value,1,0,265.50000000000006,10.940000000000001,18.79,,67.67000000000002,6.87
556,217,258.19000000000005,8,6,2,0,1,3,Low-value,0,0,91.97,12.1,18.26,55.099999999999994,8.99,24.32
557,1675,259.07,9,7,2,0,1,3,Low-value,1,1,87.40000000000002,3.99,15.55,65.03999999999999,46.35,
558,1922,322.98000000000025,7,7,2,0,1,3,Low-value,1,0,204.83000000000004,15.3,51.32000000000001,,12.66,
559,1196,297.98,9,4,2,0,1,3,Low-value,0,0,219.00000000000006,,32.41,,29.61,
560,1357,401.13000000000005,9,8,2,0,1,3,Low-value,1,1,212.82000000000002,,,61.53,106.32,
561,282,366.8600000000001,7,8,2,0,1,3,Low-value,1,0,247.0,36.21000000000001,8.81,35.54,4.98,9.3
562,1836,281.13,15,7,2,0,1,3,Low-value,1,0,183.33,,18.820000000000004,35.97,27.34,
563,2065,305.05,17,7,2,0,1,3,Low-value,1,0,170.35999999999999,8.120000000000001,1.98,,66.49000000000001,31.86
564,1405,324.0799999999998,18,5,2,0,1,3,Low-value,0,0,135.40000000000006,23.939999999999998,28.479999999999997,,84.15,7.279999999999999
565,86,379.8200000000001,7,3,2,0,1,3,Low-value,1,0,250.18,,21.68,,73.66999999999999,10.02
566,2080,340.7099999999999,7,6,2,0,1,3,Low-value,1,0,192.45000000000002,,34.07,,23.15,46.160000000000004
567,517,298.0300000000001,15,9,2,0,1,3,Low-value,1,0,175.42999999999995,2.99,11.399999999999999,,48.220000000000006,9.18
568,2107,303.5100000000001,15,6,2,0,1,3,Low-value,1,0,157.75,3.99,89.40999999999998,,,28.66
569,1997,358.07000000000005,8,6,2,0,1,3,Low-value,1,0,170.10999999999996,6.18,27.660000000000004,39.5,46.5,12.94
570,2156,459.49000000000024,7,8,2,0,1,3,Low-value,1,0,298.9199999999999,2.99,14.98,61.72,14.73,13.86
571,242,280.29,9,3,2,0,1,3,Low-value,1,0,163.34,10.89,14.379999999999999,,47.410000000000004,11.309999999999999
572,197,325.39000000000004,8,6,2,0,1,3,Low-value,0,0,243.30999999999995,,15.850000000000001,,28.540000000000003,35.7
573,1639,261.6500000000001,15,8,2,0,1,3,Low-value,1,0,62.970000000000006,,5.55,,122.32,47.239999999999995
574,1664,348.93,14,8,2,0,1,3,Low-value,0,0,208.45999999999992,,7.370000000000001,,39.2,44.25
575,2393,350.10000000000014,12,5,2,0,1,3,Low-value,1,0,180.37000000000003,,36.269999999999996,,33.04,59.720000000000006
576,911,405.1100000000001,7,7,2,0,1,3,Low-value,1,1,180.75000000000006,8.98,86.73999999999998,,33.86,33.78
577,548,265.71999999999997,10,9,2,0,1,3,Low-value,1,0,130.77,25.68,17.160000000000004,40.0,42.33,
578,37,302.88,14,8,2,0,1,3,Low-value,1,0,136.21,5.05,,46.0,115.61999999999999,
579,1407,478.2700000000001,7,6,2,0,1,3,Low-value,0,0,271.56,3.49,59.03000000000001,,100.40000000000003,
580,877,260.4800000000001,14,8,2,0,1,3,Low-value,1,1,140.07999999999998,,14.13,,91.35999999999999,
581,1368,372.9500000000002,14,4,2,0,1,3,Low-value,0,0,203.49,,44.34000000000001,,57.71,64.41
582,848,378.61999999999995,17,3,2,0,1,3,Low-value,0,0,273.0999999999999,9.89,18.560000000000002,,30.950000000000003,12.05
583,1175,428.9800000000002,11,9,2,0,1,3,Low-value,1,0,227.64,,19.009999999999998,,23.7,6.54
584,2354,362.99000000000024,9,6,2,0,1,3,Low-value,1,0,116.41,2.99,41.839999999999996,111.38,21.979999999999997,53.96000000000001
585,1191,288.0900000000001,10,9,2,0,1,3,Low-value,1,0,149.24000000000004,,36.9,,70.50999999999999,16.290000000000003
586,1841,292.90999999999997,15,3,2,0,1,3,Low-value,1,0,159.49,1.85,29.74,,66.38,20.490000000000002
587,221,260.39,7,8,2,0,1,3,Low-value,1,0,190.72,,0.58,,25.14,
588,1673,311.82000000000005,8,9,2,0,1,3,Low-value,1,0,102.14,,13.06,30.0,110.95,31.71
589,1217,317.6400000000001,12,5,2,0,1,3,Low-value,0,0,185.3,,10.45,15.05,48.459999999999994,26.33
590,118,381.01000000000016,9,4,2,0,1,3,Low-value,1,0,249.47999999999988,5.55,40.96,,45.19,17.86
591,2119,265.61,7,5,2,0,1,3,Low-value,0,0,197.76000000000005,0.0,9.93,,19.99,12.12
592,1649,280.02,10,8,2,0,1,3,Low-value,0,0,139.12,,57.010000000000005,27.66,7.92,19.34
593,1294,573.5000000000005,9,5,2,0,1,3,Low-value,0,0,355.0100000000002,,27.25,,76.42,20.51
594,1072,282.01000000000005,7,5,2,0,1,3,Low-value,0,0,199.73999999999995,,18.75,,4.22,29.53
595,2496,484.79000000000013,8,6,2,0,1,3,Low-value,1,1,278.57,28.330000000000002,19.310000000000002,,25.130000000000003,79.52
596,1087,347.32,12,3,2,0,1,3,Low-value,1,0,209.4,2.88,6.870000000000001,,13.92,52.540000000000006
597,1145,530.77,35,7,0,0,1,1,Low-value,0,0,249.27999999999997,9.620000000000001,4.98,,88.17000000000002,22.41
598,1116,384.96,19,4,1,0,1,2,Low-value,0,0,283.03,,,,12.040000000000001,41.15
599,100,258.64,25,4,1,0,1,2,Low-value,0,0,119.25,,,36.5,69.92999999999999,
600,314,329.87999999999994,27,3,1,0,1,2,Low-value,0,0,185.55,16.14,22.11,,22.14,11.35
601,1746,260.92,19,5,1,0,1,2,Low-value,1,0,163.03999999999996,,14.020000000000001,,11.56,38.87
602,2260,292.49,20,7,1,0,1,2,Low-value,1,0,165.46999999999997,,14.510000000000002,81.17,3.37,
603,1950,264.95,23,8,1,0,1,2,Low-value,0,0,153.13999999999993,42.59,6.12,,52.11000000000001,10.99
604,2113,258.41,21,3,1,0,1,2,Low-value,0,0,137.25,16.65,20.619999999999997,,44.11000000000001,5.8100000000000005
605,1051,256.28000000000003,21,5,1,0,1,2,Low-value,0,0,179.43,32.410000000000004,10.1,,26.62,7.72
606,428,310.54,22,6,1,0,1,2,Low-value,1,0,253.98000000000005,5.74,4.890000000000001,,1.18,32.96
607,2293,344.21000000000004,30,6,1,0,1,2,Low-value,0,0,39.28000000000001,,5.3,45.26,213.67000000000004,
608,763,268.4299999999999,23,6,1,0,1,2,Low-value,0,0,193.26999999999995,7.98,11.670000000000002,,3.25,36.71
609,2423,275.84,19,3,1,0,1,2,Low-value,1,0,178.19999999999993,2.64,19.85,16.25,10.99,18.45
610,1700,463.3100000000001,21,5,1,0,1,2,Low-value,0,0,233.09000000000003,5.99,3.17,,13.729999999999999,95.0
611,1363,449.19000000000034,21,2,1,0,1,2,Low-value,1,0,266.17999999999995,28.47,30.53000000000001,,38.31000000000001,62.339999999999996
612,1270,532.1700000000003,26,7,1,0,1,2,Low-value,1,0,311.82000000000016,,71.49999999999999,,17.84,49.940000000000005
613,912,267.6600000000001,26,2,1,0,1,2,Low-value,0,0,172.38,15.23,43.39,,,6.11
614,387,500.22000000000025,21,8,1,0,1,2,Low-value,1,0,232.96000000000004,21.53,39.72000000000001,,131.88,32.49
615,1798,367.1500000000003,27,5,1,0,1,2,Low-value,0,0,182.12,23.97,49.410000000000004,,41.010000000000005,39.79
616,1126,255.66000000000003,32,3,1,0,1,2,Low-value,0,0,174.44,,21.21,,4.98,17.1
617,1389,386.67000000000013,26,5,1,0,1,2,Low-value,0,0,227.54000000000002,4.59,5.29,,141.12,4.13
618,1467,426.6900000000002,0,101,3,3,1,7,High-value,1,0,203.8200000000002,9.57,,65.0,84.16000000000003,8.280000000000001
619,1707,426.5900000000001,0,51,3,3,1,7,High-value,1,0,142.97000000000006,12.209999999999997,3.45,,179.64999999999998,37.519999999999996
620,1550,336.34999999999997,1,50,3,3,1,7,High-value,0,0,261.9399999999999,,8.68,,14.979999999999999,10.84
621,463,521.15,0,56,3,3,1,7,High-value,1,1,190.93999999999997,4.35,71.78000000000002,,26.729999999999993,61.25
622,1753,374.95000000000016,5,56,3,3,1,7,High-value,1,0,106.84999999999998,14.62,,45.01,180.91,
623,1364,182.92,0,12,3,1,0,4,Mid-value,1,0,82.94,9.17,16.27,,12.86,29.25
624,14,132.54,6,11,3,1,0,4,Mid-value,1,0,74.93,22.39,,,8.770000000000001,
625,614,254.51999999999992,3,10,3,1,0,4,Mid-value,1,0,172.03000000000003,17.21,22.509999999999998,,2.49,6.24
626,1549,181.59000000000003,1,19,3,1,0,4,Mid-value,1,0,70.0,9.870000000000001,11.68,30.0,9.71,10.01
627,907,152.45999999999995,0,11,3,1,0,4,Mid-value,1,0,51.390000000000015,31.75,3.42,,11.89,18.8
628,2263,201.61999999999995,0,16,3,1,0,4,Mid-value,1,0,132.19999999999996,2.89,17.68,,3.0,20.06
629,947,143.01,0,15,3,1,0,4,Mid-value,1,0,110.61999999999999,7.799999999999999,3.46,,1.36,11.63
630,988,113.04000000000002,6,11,3,1,0,4,Mid-value,1,0,66.66,,,21.5,4.28,
631,996,147.96000000000004,0,15,3,1,0,4,Mid-value,0,0,75.12,20.58,14.840000000000002,,1.49,6.970000000000001
632,886,193.58999999999997,1,11,3,1,0,4,Mid-value,1,0,19.95,5.0,,89.2,12.05,
633,410,145.76000000000002,5,15,3,1,0,4,Mid-value,0,0,40.55,7.0,1.9100000000000001,,14.73,68.83
634,784,237.50999999999996,5,10,3,1,0,4,Mid-value,1,0,88.89000000000001,2.29,17.32,90.4,17.98,10.66
635,730,89.52,4,10,3,1,0,4,Mid-value,0,0,78.96000000000001,,,,7.5600000000000005,
636,1125,17.18,0,11,3,1,0,4,Mid-value,1,0,9.18,,0.63,,6.779999999999999,
637,690,212.12000000000003,3,18,3,1,0,4,Mid-value,1,0,88.40999999999995,5.15,13.64,,62.099999999999994,13.29
638,1512,146.51,4,10,3,1,0,4,Mid-value,0,0,19.18,1.71,,109.25,9.79,
639,335,145.46,2,10,3,1,0,4,Mid-value,1,0,89.51,,29.03,,10.54,8.79
640,414,211.32,4,16,3,1,0,4,Mid-value,1,0,102.36000000000001,7.54,7.630000000000001,12.01,7.470000000000001,42.89
641,448,178.15000000000003,3,10,3,1,0,4,Mid-value,0,0,73.38,11.25,7.48,34.0,14.43,28.83
642,637,221.02,5,14,3,1,0,4,Mid-value,1,0,142.52999999999994,,5.1,,30.919999999999998,
643,2465,124.26999999999998,6,10,3,1,0,4,Mid-value,0,0,42.26,1.85,3.38,51.019999999999996,4.79,
644,2310,211.78,5,15,3,1,0,4,Mid-value,1,0,97.64999999999999,,10.059999999999999,,26.96,64.85000000000001
645,1018,232.76999999999998,4,11,3,1,0,4,Mid-value,1,0,122.16999999999999,24.79,3.3200000000000003,,42.879999999999995,12.84
646,1705,141.66999999999996,2,21,3,1,0,4,Mid-value,1,0,87.46000000000001,,3.7700000000000005,,23.41,6.99
647,2062,120.52999999999997,1,13,3,1,0,4,Mid-value,1,0,65.41000000000001,4.98,15.93,,4.16,
648,83,125.98,2,12,3,1,0,4,Mid-value,0,0,57.089999999999996,,22.79,,7.28,19.03
649,1996,196.82999999999998,2,11,3,1,0,4,Mid-value,1,0,128.76000000000002,,2.47,,41.64,3.99
650,728,245.87000000000006,6,15,3,1,0,4,Mid-value,1,0,163.61000000000004,,10.260000000000002,28.0,13.83,21.18
651,580,133.12999999999997,1,12,3,1,0,4,Mid-value,0,0,103.16,,,,9.51,5.54
652,112,176.45,0,10,3,1,0,4,Mid-value,0,0,74.08,15.13,,52.0,15.49,
653,1011,227.57000000000002,0,10,3,1,0,4,Mid-value,0,0,128.48,24.33,18.47,,24.259999999999998,22.550000000000004
654,785,233.16999999999993,0,14,3,1,0,4,Mid-value,0,0,129.77000000000004,,33.019999999999996,44.0,24.71,1.67
655,925,84.14,1,19,3,1,0,4,Mid-value,0,0,69.78000000000002,,4.31,,3.6,6.45
656,1506,186.22000000000008,4,11,3,1,0,4,Mid-value,1,0,104.54000000000002,,28.139999999999993,,1.98,25.15
657,1665,133.46999999999997,1,11,3,1,0,4,Mid-value,0,0,90.64,,,11.0,9.67,3.19
658,1193,207.07000000000005,4,10,3,1,0,4,Mid-value,1,0,73.95000000000002,,10.649999999999999,,71.96999999999998,25.97
