household_key,received_campaign,redeemed_coupons,total_campaigns_received,TypeA,TypeB,TypeC,total_campaigns_engaged,total_coupons_received,total_coupons_redeemed,camp_conversion_rate,coupon_conversion_rate,revenue,recency,frequency,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,NUTRITION_spend,SALAD BAR_spend,MEAT_spend,recency_cluster,frequency_cluster,revenue_cluster,rfm_score,segment,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc
1,1,1,8.0,3.0,4.0,1.0,5.0,159.0,5.0,0.62,0.03,4330.159999999964,5,86,2754.9999999999923,212.17,266.10000000000014,0.0,530.8900000000006,48.32999999999999,41.2,17.91,3,0,1,4,Mid-value,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1954.3400000000045,43,45,1112.490000000002,46.730000000000004,152.28,0.0,330.04,7.470000000000001,0.0,154.32000000000005,3,0,0,3,Low-value,,,,,,,
3,1,0,3.0,2.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,2653.209999999992,8,47,1784.7500000000014,36.47,68.03,20.01,159.0800000000001,0.0,1.36,317.27000000000004,3,0,1,4,Mid-value,,,,,,,
4,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1200.1100000000006,84,30,698.7300000000006,14.350000000000001,4.869999999999999,0.0,318.98,3.29,0.0,38.74,2,0,0,2,Low-value,,,,,,,
5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0600000000003,8,40,359.13,80.03000000000002,2.19,0.0,203.08,2.0,0.0,49.75,3,0,0,3,Low-value,,,,,,,
6,1,0,4.0,3.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,5996.159999999947,4,250,1960.530000000005,125.22999999999998,1324.810000000001,252.75,844.4800000000006,46.190000000000005,21.28,1050.45,3,1,2,6,Mid-value,,,,,,,
7,1,0,4.0,1.0,3.0,0.0,0.0,61.0,0.0,0.0,0.0,3400.0499999999797,2,59,1901.300000000004,155.14000000000004,267.0400000000001,0.0,652.8700000000005,20.64,0.0,189.71,3,0,1,4,Mid-value,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
8,1,1,10.0,3.0,7.0,0.0,1.0,168.0,1.0,0.1,0.01,5534.969999999942,5,113,3107.2199999999925,142.38,337.9800000000003,188.94,778.890000000001,11.98,65.61,316.9200000000001,3,1,1,5,Mid-value,25-34,U,25-34K,Unknown,2 Adults Kids,3,1
9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.420000000001,22,20,613.9200000000003,0.0,16.41,0.0,67.02,1.29,0.0,18.85,3,0,0,3,Low-value,,,,,,,
10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.34,26,9,98.05000000000001,19.6,9.81,0.0,65.7,1.69,8.35,9.61,3,0,0,3,Low-value,,,,,,,
11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.39,299,5,9.82,0.0,9.49,0.0,3.49,0.0,2.0,2.1,1,0,0,1,Low-value,,,,,,,
12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.2099999999999,207,7,143.67,39.65,43.2,0.0,16.52,0.0,0.0,13.35,1,0,0,1,Low-value,,,,,,,
13,1,1,10.0,3.0,6.0,1.0,21.0,161.0,21.0,2.1,0.13,13190.919999999956,2,275,4925.619999999976,97.98000000000002,306.9200000000001,3205.090000000001,2876.3799999999915,3.3099999999999996,10.09,19.13,3,1,3,7,High-value,25-34,U,75-99K,Homeowner,2 Adults Kids,4,2
14,1,1,5.0,3.0,0.0,2.0,3.0,98.0,3.0,0.6,0.03,2761.189999999999,7,140,1333.3900000000021,143.62,46.92999999999999,525.02,144.75,0.0,0.0,195.48000000000005,3,1,1,5,Mid-value,,,,,,,
15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.5300000000005,6,55,450.8699999999998,22.65,227.03,0.0,107.32,16.340000000000003,7.1,11.8,3,0,0,3,Low-value,,,,,,,
16,1,0,2.0,1.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,1512.0200000000018,21,98,823.7600000000011,97.87,87.45000000000002,192.29999999999998,68.29000000000002,8.86,6.43,95.78999999999999,3,0,0,3,Low-value,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown
17,1,0,5.0,5.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,5139.629999999968,22,124,1976.6600000000049,37.36,230.30999999999995,703.13,890.8100000000005,10.97,0.0,969.99,3,1,1,5,Mid-value,65+,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
18,1,1,4.0,3.0,1.0,0.0,8.0,64.0,8.0,2.0,0.12,7118.909999999938,0,163,4289.769999999973,301.13000000000005,638.6300000000005,0.0,363.54000000000013,96.30000000000001,0.0,382.91999999999996,3,1,2,6,Mid-value,45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown
19,1,1,9.0,3.0,4.0,2.0,1.0,168.0,1.0,0.11,0.01,11299.609999999926,0,421,5945.709999999979,287.88000000000005,583.1200000000009,1464.36,228.86000000000018,43.91,65.17999999999999,1435.3800000000003,3,2,3,8,High-value,35-44,B,15-24K,Unknown,Single Female,1,None/Unknown
20,1,0,7.0,3.0,4.0,0.0,0.0,113.0,0.0,0.0,0.0,7486.109999999958,0,387,3709.1799999999866,0.0,135.93,1446.8700000000001,746.6799999999998,0.0,0.0,408.61000000000024,3,2,2,7,High-value,25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown
21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.1100000000002,29,27,405.13000000000005,0.0,10.8,106.0,212.13000000000005,6.9799999999999995,0.0,53.46999999999999,3,0,0,3,Low-value,,,,,,,
22,1,1,8.0,5.0,3.0,0.0,25.0,131.0,25.0,3.12,0.19,6256.039999999956,0,136,2833.1099999999938,573.4000000000002,598.0400000000004,986.06,421.1600000000001,23.25,0.0,514.6000000000001,3,1,2,6,Mid-value,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
23,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,3158.5799999999854,0,110,1956.790000000002,5.6899999999999995,118.48,398.94,431.26,5.0,0.0,23.14,3,1,1,5,Mid-value,,,,,,,
24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911.1100000000058,2,74,1148.3500000000008,275.7800000000001,66.32,0.0,96.02999999999999,0.0,0.0,115.85000000000001,3,0,0,3,Low-value,,,,,,,
25,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,3149.649999999993,6,94,1497.9400000000046,75.35000000000002,113.13999999999999,80.0,953.1600000000003,1.0,10.29,130.33,3,0,1,4,Mid-value,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown
26,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1937.3900000000028,6,113,1148.6600000000017,82.46,105.74999999999999,0.0,156.5400000000001,22.73,0.0,71.87999999999998,3,1,0,4,Mid-value,,,,,,,
27,1,0,7.0,5.0,2.0,0.0,0.0,132.0,0.0,0.0,0.0,5736.239999999942,0,405,3367.309999999988,183.60999999999993,74.21999999999997,0.0,1790.429999999994,3.0,0.0,48.04000000000002,3,2,2,7,High-value,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown
28,1,0,4.0,3.0,0.0,1.0,0.0,74.0,0.0,0.0,0.0,2119.6200000000026,9,125,1142.000000000001,32.14,103.81000000000002,87.03999999999999,430.8900000000002,0.0,32.26,69.33,3,1,0,4,Mid-value,,,,,,,
29,1,1,5.0,2.0,3.0,0.0,1.0,71.0,1.0,0.2,0.01,1343.0300000000022,2,69,934.3700000000005,22.92,15.65,0.0,173.60000000000002,2.5,17.36,30.810000000000002,3,0,0,3,Low-value,,,,,,,
30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.8000000000003,0,28,231.68999999999994,6.6,36.5,159.53,20.14,0.0,3.87,47.95,3,0,0,3,Low-value,,,,,,,
31,1,1,2.0,0.0,2.0,0.0,2.0,20.0,2.0,1.0,0.1,4396.899999999988,1,69,2129.310000000006,197.85999999999993,292.82000000000005,780.9,607.3400000000003,15.29,0.0,201.26000000000002,3,0,1,4,Mid-value,35-44,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
32,1,0,6.0,5.0,1.0,0.0,0.0,113.0,0.0,0.0,0.0,3381.819999999979,0,116,1586.8000000000038,66.81,245.47000000000006,587.45,564.0800000000002,69.04,54.84,15.96,3,1,1,5,Mid-value,,,,,,,
33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.740000000001,0,52,525.95,26.03,13.71,120.25,37.97,2.0,40.77,265.37999999999994,3,0,0,3,Low-value,,,,,,,
34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.38,2,36,160.71000000000004,58.56,8.53,39.0,60.100000000000016,0.0,0.0,68.41000000000001,3,0,0,3,Low-value,,,,,,,
35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.51,4,60,615.03,118.04000000000002,42.58999999999999,93.96000000000001,69.39000000000001,12.48,0.0,42.269999999999996,3,0,0,3,Low-value,,,,,,,
36,1,0,3.0,1.0,2.0,0.0,0.0,53.0,0.0,0.0,0.0,4898.249999999969,3,221,3073.6199999999953,149.33,378.43,23.51,429.5400000000003,79.36,162.85,235.18000000000004,3,1,1,5,Mid-value,,,,,,,
37,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2976.659999999997,1,63,2147.05,22.34,111.60999999999997,70.74000000000001,411.9200000000001,7.880000000000001,13.92,32.99,3,0,1,4,Mid-value,,,,,,,
38,1,0,1.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,706.1300000000001,160,27,417.4400000000002,19.89,59.84,0.0,132.79999999999995,0.0,4.79,0.0,2,0,0,2,Low-value,,,,,,,
39,1,0,5.0,4.0,1.0,0.0,0.0,82.0,0.0,0.0,0.0,5033.659999999946,26,64,3291.679999999988,36.480000000000004,339.2500000000003,28.25,408.05000000000024,43.85,0.0,354.48000000000013,3,0,1,4,Mid-value,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
40,1,1,11.0,3.0,6.0,2.0,14.0,147.0,14.0,1.27,0.1,12907.88999999986,1,400,3653.0299999999806,148.94000000000003,1291.2300000000007,2873.99,3060.6899999999832,271.6600000000001,3.45,645.1100000000001,3,2,3,8,High-value,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
41,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3107.129999999982,4,73,1738.440000000002,19.78,323.42000000000013,0.0,196.3,239.3099999999999,0.0,324.78000000000003,3,0,1,4,Mid-value,,,,,,,
42,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1985.8600000000038,1,89,883.2899999999988,58.32000000000001,81.68,0.0,256.2300000000001,140.60999999999996,0.0,322.19000000000045,3,0,0,3,Low-value,65+,U,50-74K,Unknown,Single Male,1,None/Unknown
43,1,0,5.0,2.0,3.0,0.0,0.0,68.0,0.0,0.0,0.0,884.8400000000015,1,106,290.3300000000001,0.0,29.049999999999997,100.00999999999999,432.83,1.99,4.19,15.389999999999999,3,0,0,3,Low-value,35-44,B,15-24K,Homeowner,2 Adults Kids,5+,3+
44,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.7600000000001,83,32,549.63,50.89000000000001,46.47,0.0,50.41000000000001,2.99,12.92,54.77000000000001,2,0,0,2,Low-value,,,,,,,
45,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,807.0899999999998,124,57,349.21000000000004,55.71,0.0,0.0,311.04000000000013,0.0,0.0,80.49999999999999,2,0,0,2,Low-value,,,,,,,
46,1,1,9.0,3.0,5.0,1.0,2.0,156.0,2.0,0.22,0.01,8433.429999999895,0,137,4183.729999999985,226.2600000000001,756.5100000000007,0.0,1644.4600000000012,38.64,28.669999999999998,344.5100000000001,3,1,2,6,Mid-value,45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+
47,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2329.1299999999997,3,111,1238.7500000000023,131.41,115.72000000000003,0.0,275.63000000000017,20.810000000000002,32.669999999999995,242.47,3,1,0,4,Mid-value,,,,,,,
48,1,0,2.0,1.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,1172.8300000000013,2,50,539.48,0.0,51.54000000000003,84.44,262.17000000000013,29.360000000000007,0.0,97.37000000000002,3,0,0,3,Low-value,19-24,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
49,1,0,6.0,2.0,4.0,0.0,0.0,77.0,0.0,0.0,0.0,6445.029999999949,9,121,3362.0899999999897,253.29999999999998,293.9600000000001,993.91,608.8700000000003,11.36,0.0,513.0,3,1,2,6,Mid-value,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
50,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.39000000000016,36,15,264.93,0.0,3.42,0.0,28.89,3.34,20.040000000000003,0.0,3,0,0,3,Low-value,,,,,,,
51,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,3046.8599999999856,1,83,1715.3600000000035,476.8200000000001,137.73999999999998,0.0,221.16000000000003,0.0,26.64,228.82000000000005,3,0,1,4,Mid-value,,,,,,,
52,1,0,6.0,3.0,3.0,0.0,0.0,96.0,0.0,0.0,0.0,5487.2799999999415,0,139,3001.629999999995,304.42999999999995,531.1500000000005,382.31999999999994,474.1400000000003,36.220000000000006,20.04,177.59000000000006,3,1,1,5,Mid-value,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962.2600000000039,5,56,985.380000000001,36.669999999999995,129.15999999999997,206.24000000000004,274.48000000000013,0.0,0.0,67.85000000000001,3,0,0,3,Low-value,,,,,,,
54,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.09000000000002,216,11,78.83000000000001,0.0,0.0,0.0,21.98,0.0,0.0,0.0,1,0,0,1,Low-value,,,,,,,
55,1,0,4.0,3.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,1072.7900000000006,8,141,554.6700000000004,9.88,31.110000000000007,0.0,313.15000000000015,28.57,0.0,43.06,3,1,0,4,Mid-value,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
56,1,1,2.0,1.0,1.0,0.0,2.0,34.0,2.0,1.0,0.06,6691.529999999927,2,201,3721.9599999999755,243.97000000000006,375.14000000000044,25.7,1006.9300000000014,68.37,44.85,326.56000000000006,3,1,2,6,Mid-value,55-64,A,100-124K,Homeowner,2 Adults Kids,4,2
57,1,0,4.0,3.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,3105.8699999999885,2,194,1089.2600000000018,61.69999999999999,161.29000000000002,273.1,1059.3900000000012,169.87000000000003,11.729999999999999,72.85999999999999,3,1,1,5,Mid-value,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
58,1,1,10.0,2.0,8.0,0.0,7.0,160.0,7.0,0.7,0.04,10367.07999999992,0,268,4321.919999999975,523.2300000000001,878.0900000000007,2808.2799999999993,681.3600000000007,68.92000000000002,10.500000000000002,361.5500000000002,3,1,2,6,Mid-value,25-34,A,150-174K,Homeowner,2 Adults Kids,4,2
59,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.3300000000008,27,44,865.2700000000002,110.63,165.18,86.01,135.64999999999998,0.0,3.44,188.47,3,0,0,3,Low-value,,,,,,,
60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.94000000000005,14,8,153.39999999999998,4.99,12.1,23.21,140.33,0.0,0.0,31.650000000000002,3,0,0,3,Low-value,,,,,,,
61,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.79999999999995,16,11,135.02,11.58,0.0,0.0,27.71,2.5,0.0,0.0,3,0,0,3,Low-value,,,,,,,
62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.2899999999997,42,33,220.54999999999984,0.0,58.39,0.0,16.74,0.98,0.32,21.57,3,0,0,3,Low-value,,,,,,,
63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.6000000000003,1,33,221.95000000000002,46.540000000000006,2.99,0.0,224.83999999999995,0.0,0.0,0.0,3,0,0,3,Low-value,,,,,,,
64,1,0,4.0,3.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,3917.8099999999913,0,264,1808.97,51.480000000000004,183.45,0.0,915.9200000000004,0.0,0.0,271.04,3,1,1,5,Mid-value,,,,,,,
65,1,0,6.0,3.0,3.0,0.0,0.0,85.0,0.0,0.0,0.0,2042.1700000000044,40,122,862.93,38.29,35.93000000000001,0.0,852.2000000000006,0.0,0.0,31.13,3,1,0,4,Mid-value,,,,,,,
66,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.95000000000016,26,29,212.54999999999993,17.14,9.23,0.0,122.02999999999997,0.0,0.0,14.98,3,0,0,3,Low-value,,,,,,,
67,1,1,8.0,3.0,5.0,0.0,33.0,141.0,33.0,4.12,0.23,9618.899999999912,2,227,5426.219999999983,520.0600000000001,846.0600000000011,741.1800000000001,615.9200000000004,184.59999999999997,1.92,284.32000000000005,3,1,2,6,Mid-value,45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+
68,1,1,10.0,4.0,5.0,1.0,1.0,174.0,1.0,0.1,0.01,4960.769999999972,5,553,2903.699999999996,123.23999999999998,258.39999999999986,506.7999999999999,451.84999999999997,7.18,0.0,285.13,3,2,1,6,Mid-value,,,,,,,
69,1,0,7.0,3.0,3.0,1.0,0.0,114.0,0.0,0.0,0.0,5704.339999999947,0,183,3246.259999999991,84.18000000000002,271.09000000000015,0.0,321.3500000000002,2.99,37.44,694.1900000000005,3,1,2,6,Mid-value,,,,,,,
70,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.39999999999999,6,32,15.87,0.0,0.0,0.0,28.16,0.0,0.0,16.38,3,0,0,3,Low-value,,,,,,,
71,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3376.0299999999893,0,90,1001.03,31.139999999999997,141.25999999999996,30.0,1674.7900000000013,1.0,26.72,207.4100000000001,3,0,1,4,Mid-value,35-44,A,25-34K,Homeowner,Single Female,2,None/Unknown
72,1,0,7.0,2.0,3.0,2.0,0.0,102.0,0.0,0.0,0.0,6473.429999999909,17,107,3711.109999999975,170.47000000000003,683.6900000000002,324.42,602.6900000000004,42.79999999999999,2.43,388.30000000000007,3,0,2,5,Mid-value,,,,,,,
73,1,0,4.0,3.0,1.0,0.0,0.0,61.0,0.0,0.0,0.0,2864.1799999999903,49,164,1283.500000000002,69.17999999999999,136.49999999999994,517.35,574.9300000000004,64.83000000000001,33.57999999999999,0.0,2,1,1,4,Mid-value,,,,,,,
74,1,0,5.0,3.0,2.0,0.0,0.0,69.0,0.0,0.0,0.0,2047.6400000000028,55,131,1114.010000000002,12.190000000000001,225.06000000000003,0.0,267.95000000000005,6.37,49.99,174.82999999999993,2,1,0,3,Low-value,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.0900000000013,2,64,517.5400000000002,14.43,3.2199999999999998,336.70000000000005,55.379999999999995,5.97,0.0,14.09,3,0,0,3,Low-value,,,,,,,
76,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.94000000000017,0,16,153.46999999999997,3.99,53.14,0.0,29.459999999999994,13.97,0.0,21.06,3,0,0,3,Low-value,,,,,,,
77,1,1,2.0,1.0,1.0,0.0,1.0,30.0,1.0,0.5,0.03,6227.0999999999485,1,87,3991.019999999985,108.54,456.94000000000034,0.0,595.1800000000006,67.52000000000001,0.0,295.2100000000001,3,0,2,5,Mid-value,35-44,A,100-124K,Homeowner,2 Adults Kids,5+,3+
78,1,0,5.0,3.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,2505.139999999994,2,210,1666.370000000004,13.98,106.91999999999999,0.0,376.73000000000036,108.25000000000001,2.07,3.68,3,1,1,5,Mid-value,55-64,U,25-34K,Unknown,Single Male,1,None/Unknown
79,1,1,1.0,1.0,0.0,0.0,1.0,16.0,1.0,1.0,0.06,3950.1199999999817,3,154,1673.4200000000028,161.26,161.32999999999993,98.06,607.8200000000003,195.39999999999995,22.05,123.03000000000002,3,1,1,5,Mid-value,,,,,,,
80,1,1,2.0,1.0,1.0,0.0,1.0,27.0,1.0,0.5,0.04,3002.0899999999933,17,94,1358.1000000000017,169.18000000000004,267.93,307.21000000000004,295.9100000000001,2.0,22.099999999999998,255.87,3,0,1,4,Mid-value,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
81,1,0,4.0,2.0,1.0,1.0,0.0,69.0,0.0,0.0,0.0,5553.6999999999625,5,152,3110.7299999999955,347.31,120.66999999999997,0.0,708.89,46.4,15.24,533.6899999999998,3,1,1,5,Mid-value,,,,,,,
82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.5100000000001,3,51,176.44000000000003,0.0,16.42,0.0,17.24,0.0,0.0,321.45999999999987,3,0,0,3,Low-value,,,,,,,
83,1,0,1.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,1183.7400000000007,1,110,580.8400000000003,0.0,112.81000000000002,106.47,221.02999999999997,39.38,7.92,87.09,3,1,0,4,Mid-value,,,,,,,
84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.0900000000015,15,52,737.6800000000006,0.0,15.92,20.01,330.09000000000015,0.0,0.0,24.48,3,0,0,3,Low-value,,,,,,,
85,1,0,8.0,5.0,2.0,1.0,0.0,136.0,0.0,0.0,0.0,4696.4899999999625,1,282,2369.940000000002,414.9899999999999,216.85000000000005,318.45000000000005,543.14,44.660000000000004,24.239999999999995,272.17999999999995,3,2,1,6,Mid-value,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown
86,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,4019.439999999983,38,46,2315.049999999999,207.60999999999999,289.83,0.0,414.97000000000014,5.28,54.080000000000005,180.98999999999995,3,0,1,4,Mid-value,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown
87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.3000000000006,4,45,395.00000000000006,0.0,97.85000000000001,0.0,226.33,468.8600000000001,0.0,0.0,3,0,0,3,Low-value,,,,,,,
88,1,1,12.0,2.0,7.0,3.0,7.0,195.0,7.0,0.58,0.04,11615.65999999995,3,229,6979.719999999961,175.03999999999994,486.5100000000004,673.64,1874.7900000000047,43.739999999999995,0.0,363.37000000000006,3,1,3,7,High-value,,,,,,,
89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.56000000000006,73,11,22.44,0.0,12.65,0.0,142.47,0.0,0.0,0.0,2,0,0,2,Low-value,,,,,,,
90,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.4100000000001,34,10,267.30999999999995,4.359999999999999,7.030000000000001,0.0,101.25999999999998,0.0,0.0,2.99,3,0,0,3,Low-value,,,,,,,
91,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2899.6599999999967,1,181,1511.0000000000016,57.030000000000015,67.45,738.7299999999999,135.53,181.97,0.0,94.36999999999999,3,1,1,5,Mid-value,,,,,,,
92,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1587.380000000003,6,57,687.3999999999992,8.74,278.4900000000001,25.0,123.53999999999995,75.47000000000001,0.0,109.75999999999999,3,0,0,3,Low-value,,,,,,,
93,1,1,12.0,5.0,6.0,1.0,8.0,208.0,8.0,0.67,0.04,3346.7199999999875,160,106,2314.740000000004,29.430000000000007,168.55000000000004,44.82,437.7100000000004,201.98999999999998,16.439999999999998,0.0,2,0,1,3,Low-value,,,,,,,
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.64000000000027,13,36,139.87999999999997,39.9,33.41,37.0,50.470000000000006,3.0,34.14,73.13999999999999,3,0,0,3,Low-value,,,,,,,
95,1,0,5.0,3.0,0.0,2.0,0.0,98.0,0.0,0.0,0.0,6500.179999999968,2,308,3224.6499999999896,422.18999999999994,309.07000000000033,365.15999999999997,402.77000000000015,30.47,13.709999999999999,424.25,3,2,2,7,High-value,,,,,,,
96,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1182.4300000000007,3,59,514.0800000000003,27.67,123.73999999999994,0.0,206.75000000000003,3.98,0.0,276.99,3,0,0,3,Low-value,,,,,,,
97,1,0,4.0,2.0,2.0,0.0,0.0,65.0,0.0,0.0,0.0,5323.949999999978,5,180,2831.0299999999957,170.18999999999997,209.62,914.2999999999998,361.3000000000001,0.0,0.0,469.25000000000006,3,1,1,5,Mid-value,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown
98,1,0,2.0,1.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,2547.2999999999984,1,205,1878.2900000000027,16.68,81.11000000000003,0.0,291.27,30.04,0.0,106.17999999999999,3,1,1,5,Mid-value,35-44,U,35-49K,Unknown,1 Adult Kids,2,1
99,1,1,4.0,3.0,1.0,0.0,4.0,66.0,4.0,1.0,0.06,6926.149999999966,2,255,4000.969999999999,264.4899999999999,745.9399999999998,100.66,629.8900000000002,28.120000000000005,13.420000000000002,335.67999999999984,3,1,2,6,Mid-value,,,,,,,
100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294.620000000001,20,33,1146.440000000001,13.29,23.64,335.4,304.74000000000007,2.99,0.0,172.42999999999998,3,0,0,3,Low-value,,,,,,,
101,1,1,5.0,3.0,2.0,0.0,5.0,78.0,5.0,1.0,0.06,6651.579999999985,3,242,3923.7499999999955,229.62,114.05999999999996,1485.87,195.67999999999998,0.0,0.0,327.84000000000003,3,1,2,6,Mid-value,45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2
102,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.84000000000003,532,8,184.66000000000005,14.129999999999999,63.86999999999999,0.0,28.369999999999997,2.5,0.0,9.62,0,0,0,0,Low-value,,,,,,,
103,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,541.9900000000001,2,51,259.36999999999995,22.92,60.720000000000006,0.0,100.86,0.0,0.0,51.12000000000001,3,0,0,3,Low-value,,,,,,,
104,1,1,8.0,2.0,4.0,2.0,4.0,144.0,4.0,0.5,0.03,6546.739999999967,0,128,3628.6399999999976,128.56999999999996,586.7500000000006,46.01,1065.4899999999977,0.0,0.0,224.79000000000002,3,1,2,6,Mid-value,35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+
